date_publication,reference,objet,acheteurs_public,lieux,date_limite,estimation,caution,url
29/07/2026,08/FSTT/2026,"FOURNITURE, INSTALLATION ET MISE EN SERVICE DE DIX POSTES DE TRAVAIL INFORMATIQUES POUR LE COMPTE DE LA FACULTÉ DES SCIENCES ET TECHNIQUES DE TANGER",FACULTE DES SCIENCES ET TECHNIQUES TANGER,MAROC,"{'date': '10/09/2026', 'time': '14:00'}","123 600,00","2 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027559&orgAcronyme=z7x
21/07/2026,23/2026/ANDA,"Acquisition et installation de matériel de sécurité informatique au profit de l’ANDA, en lot unique.",AGENCE NATIONALE POUR LE DEVELOPPEMENT DE L'AQUACULTURE,RABAT,"{'date': '10/09/2026', 'time': '11:00'}","250 080,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025623&orgAcronyme=q1s
29/07/2026,06/FSTT/2026,"FOURNITURE, INSTALLATION ET MISE EN SERVICE DE POSTES DE TRAVAIL ALL-IN-ONE ET DE DEUX SCANNERS POUR LE COMPTE DE LA FACULTE DES SCIENCES ET TECHNIQUES A TANGER",FACULTE DES SCIENCES ET TECHNIQUES TANGER,MAROC,"{'date': '10/09/2026', 'time': '11:00'}","910 000,00","18 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027549&orgAcronyme=z7x
05/08/2026,13/CN/2026,"FOURNITURE DE BUREAU ET DE MATERIEL INFORMATIQUE POUR LA COMMUNE DE NOUACEUR PROVINCE NOUACEUR, REGION CASA-SETTAT.",Commune urbaine de NOUACEUR,NOUACEUR,"{'date': '10/09/2026', 'time': '11:00'}","292 860,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029759&orgAcronyme=a1z
29/07/2026,16/2026/DAAC/BG,"L'acquisition, installation et mise en service des équipements informatiques pour le compte du Ministère des Habous et des Affaires Islamiques, (administration centrale et service extérieurs) - lot unique",DIRECTION DES AFFAIRES ADMINISTRATIVES ET DE COOPERATION,TANGER-ASSILAH,"{'date': '10/09/2026', 'time': '10:30'}","1 272 360,00","25 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1026972&orgAcronyme=f4g
29/07/2026,21/2026/ANLCA,"la réalisation des prestations de formation et de renforcement des capacités des intervenants professionnels des programmes d’alphabétisation en andragogie et en approches de l’éducation des adultes en deux lots :
LOT1 : Régions de Tanger-Tétouan- Al Hoceima, Oriental, Fès-Meknès, Rabat-Salé-Kénitra, Béni Mellal Khénifra, Casablanca-Settat.
LOT2 : Régions de Marrakech- Safi, Darâa Tafilelt, Souss-Massa, Guelmim- Oued Noun, Laâyoune- Sakia El Hamra, Dakhla-Oued Eddahab.",AGENCE NATIONALE DE LUTTE CONTRE L'ANALPHABETISME,TANGER-ASSILAH,"{'date': '10/09/2026', 'time': '10:30'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028736&orgAcronyme=p8x
11/08/2026,10/2026,Achat et installation de solutions et de licences informatiques pour le Département de la Formation Professionnelle (Lot unique),DOMAINE DE LA FORMATION PROFESSIONNELLE,RABAT,"{'date': '10/09/2026', 'time': '10:00'}","1 199 640,00","15 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1001435&orgAcronyme=z7r
29/07/2026,32/2026/TGR,"l’acquisition, l’installation et la mise en service d’une solution intégrée pour le contrôle d’accès, la gestion du temps et la gestion des visiteurs ainsi que la formation y afférente au profit de la TRESORERIE GENERALE DU ROYAUME (siège et site annexe), en lot unique",TRESORERIE GENERALE DU ROYAUME,RABAT,"{'date': '10/09/2026', 'time': '10:00'}","1 671 115,20","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011319&orgAcronyme=g8e
27/07/2026,25/2026/DPAAG/SG,l’achat du matériel informatique pour le Ministère de la Santé et de la protection sociale,CHEF DE DIVISION DU PARC-AUTO ET DES AFFAIRES GENERALES,RABAT,"{'date': '10/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1016125&orgAcronyme=q9t
06/08/2026,67/2026,Appel d'offres ouvert simplifié portant sur l'accompagnement de l'ADII à l'élaboration de sa stratégie et feuille de route d'intégration de l'intelligence artificielle (lot unique).,DIRECTEUR DES DOUANES ET IMPOTS INDIRECTS RABAT,RABAT,"{'date': '10/09/2026', 'time': '10:00'}","799 200,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021751&orgAcronyme=g8e
28/07/2026,31/OC/DFRHMG/2026,la prestation d’externalisation du support technique du parc informatique,OFFICE DES CHANGES,RABAT,"{'date': '10/09/2026', 'time': '10:00'}","180 000,00","3 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027505&orgAcronyme=g8e
28/07/2026,19/2026/ANLCA,Acquisition du matériel informatique au profit de l’Agence Nationale de Lutte Contre l’Analphabétisme (En lot unique),AGENCE NATIONALE DE LUTTE CONTRE L'ANALPHABETISME,RABAT,"{'date': '10/09/2026', 'time': '10:00'}","1 809 600,00","36 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028148&orgAcronyme=p8x
04/08/2026,02/2026/AUST,L’achat de matériel informatique pour le compte de l’Agence Urbaine de Skhirate-Témara.,AGENCE URBAINE DE SKHIRATE - TEMARA,SKHIRATE-TEMARA,"{'date': '10/09/2026', 'time': '10:00'}","927 828,00","18 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030086&orgAcronyme=j8k
28/07/2026,18/2026/ANLCA,"Achat d’un logiciel de gestion des services informatiques et des actifs IT, au profit de l’Agence Nationale de Lutte Contre l’Analphabétisme, en lot unique.",AGENCE NATIONALE DE LUTTE CONTRE L'ANALPHABETISME,RABAT,"{'date': '10/09/2026', 'time': '09:30'}","216 000,00","4 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028147&orgAcronyme=p8x
04/08/2026,21/2026/MAP,Acquisition d'une solution de playout et d'enregistrement SDI/IP pour le compte de la MAP,AGENCE MAGHREB ARABE PRESSE,MAROC,"{'date': '09/09/2026', 'time': '12:30'}","806 400,00","16 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029756&orgAcronyme=x6c
28/07/2026,17/2026/ANLCA,"Achat, installation et mise en place des équipements de contrôle d’accès physique au siège de l’Agence Nationale de Lutte Contre l’Analphabétisme, en lot unique.",AGENCE NATIONALE DE LUTTE CONTRE L'ANALPHABETISME,RABAT,"{'date': '09/09/2026', 'time': '12:00'}","476 400,00","9 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028146&orgAcronyme=p8x
04/08/2026,20/2026/MAP,Fourniture et intégration d'une solution de production vidéo et de gestion de correspondance à distance pour le compte de la MAP,AGENCE MAGHREB ARABE PRESSE,MAROC,"{'date': '09/09/2026', 'time': '12:00'}","483 600,00","9 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029740&orgAcronyme=x6c
28/07/2026,16/2026/ANLCA,"achat de logiciel pour la sécurité avancée de la messagerie MICROSOFT 365 de l’ANLCA, en lot unique.",AGENCE NATIONALE DE LUTTE CONTRE L'ANALPHABETISME,RABAT,"{'date': '09/09/2026', 'time': '11:30'}","650 000,00","13 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028144&orgAcronyme=p8x
04/08/2026,19/2026/MAP,Mise à niveau du système de production audiovisuelle MAM de la MAP,AGENCE MAGHREB ARABE PRESSE,MAROC,"{'date': '09/09/2026', 'time': '11:30'}","555 000,00","11 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029737&orgAcronyme=x6c
06/08/2026,17/2026/INDH,"Equipement  au profit  du centre multifonctionnel et de l'insertion socio-économique de la femme  Akachmir ; de  l'espace social de la femme et de l'enfant Al Firdaous et du centre de l'éducation et de la formation  Al Yassmine,  à la ville d'El Hajeb   - Province d’El Hajeb -.",GOUVERNEUR DE LA PROVINCE D'EL HAJEB,EL-HAJEB,"{'date': '09/09/2026', 'time': '11:00'}","369 610,80","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1024775&orgAcronyme=g3h
12/08/2026,16/2026,Prestation de publicité et insertion des activités de conseil communal au site web et les réseaux sociaux.,Commune urbaine de BERKANE,BERKANE,"{'date': '09/09/2026', 'time': '11:00'}","306 000,00","6 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029446&orgAcronyme=f8y
04/08/2026,18/2026/MAP,Mise à niveau du système de production Audio WINMEDIA pour le compte de la MAP,AGENCE MAGHREB ARABE PRESSE,MAROC,"{'date': '09/09/2026', 'time': '11:00'}","270 000,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029729&orgAcronyme=x6c
12/08/2026,11/2026/MAPMDREF/DSI,"L’acquisition et la mise en place d'une solution de gestion du patrimoine et du stock du matériel informatique au profit du Ministère de l’agriculture, de la Pêche Maritime, du Développement Rural et des Eaux et Forêts – Département de L’Agriculture- à Rabat.",DIRECTEUR DES SYSTEMES D'INFORMATION AUPRES DU MINISTERE DE L'AGRICULTURE ET DE LA PECHE MARITIME,RABAT,"{'date': '09/09/2026', 'time': '10:30'}","500 000,00","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=988236&orgAcronyme=q1s
06/08/2026,02/FPL/2026/INV,"l’acquisition, l’installation et la mise en service d'équipements informatiques au profit de la Faculté Polydisciplinaire de Larache. (Lot Unique).",FACULTE POLYDISCIPLINAIRE A LARACHE,LARACHE,"{'date': '09/09/2026', 'time': '10:30'}","2 011 184,00","35 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1030924&orgAcronyme=z7x
11/08/2026,24/2026/0324,"Acquisition, installation et mise en service de matériels informatiques (firewall) pour le compte des tribunaux de la circonscription judiciaire de Fès, en lot unique.",DIRECTION PROVINCIALE DE LA JUSTICE FES,Préfecture de Fès Medina,"{'date': '09/09/2026', 'time': '10:00'}","274 800,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027546&orgAcronyme=t5y
31/07/2026,59/2026/DR9/C,"Entretien du matériel informatique et vidéoprojecteur pour 
Les centres de production de DR9",OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,TANGER-ASSILAH,"{'date': '09/09/2026', 'time': '10:00'}","300 006,00","3 100,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029175&orgAcronyme=d4q
12/08/2026,31/2026,Hébergement et infogérance du système d’information de l’agence marocaine du sang et de ses dérivés – Lot unique,AGENCE MAROCAINE DU SANG ET DE SES DERIVES,RABAT,"{'date': '09/09/2026', 'time': '10:00'}","4 733 280,00","94 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032728&orgAcronyme=q9t
21/07/2026,11/2026,"Acquisition ,instalation et mise en service des serveurs pour le compte des juridictions relevant juridictions de la circonscription judiciaire de Guelmim , en lot unique.",DIRECTION PROVINCIALE DE LA JUSTICE DE GUELMIM,GUELMIM,"{'date': '08/09/2026', 'time': '12:00'}","102 000,00","2 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019134&orgAcronyme=t5y
07/08/2026,38/2026/AMDL,Organisation d’un Team Building au profit du personnel de l’Agence  Marocaine de Développement de la logistique,AGENCE MAROCAINE DE DEVELOPPEMENT DE LA LOGISTIQUE,IFRANE,"{'date': '08/09/2026', 'time': '12:00'}","284 064,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031188&orgAcronyme=o8p
07/08/2026,05/2026,CREATION D’UNE PLATEFORME NUMERIQUE POUR LA GESTION DE TRANSPORT SCOLAIRE DU CONSEIL PROVINCIAL D’ALHAOUZ,Province de  AL HAOUZ,AL HAOUZ,"{'date': '08/09/2026', 'time': '11:30'}","172 800,00","3 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1011078&orgAcronyme=j0w
27/07/2026,17/2026/MAP,Mise à niveau du module de Workflow et de la gestion des médias intégrés au DAM/ASSET pour le compte de la MAP,AGENCE MAGHREB ARABE PRESSE,MAROC,"{'date': '08/09/2026', 'time': '11:30'}","622 080,00","12 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027439&orgAcronyme=x6c
12/08/2026,07/2026,"Achat et installation des boitiers GPS, ainsi que l’hébergement et infogérance du système de géolocalisation et de suivi par GPS des véhicules de transport scolaire de conseil provincial D’Alhaouz.",Province de  AL HAOUZ,AL HAOUZ,"{'date': '08/09/2026', 'time': '11:00'}","265 200,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1021430&orgAcronyme=j0w
27/07/2026,16/2026/MAP,Acquisition et mise en place d’une solution de supervision des systèmes d’information de la MAP,AGENCE MAGHREB ARABE PRESSE,MAROC,"{'date': '08/09/2026', 'time': '11:00'}","157 920,00","3 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027413&orgAcronyme=x6c
28/07/2026,07/FSTT/2026,"FOURNITURE, INSTALLATION ET MISE EN SERVICE DE SERVEURS POUR LE COMPTE DE LA FACULTE DES SCIENCES ET TECHNIQUES A TANGER",FACULTE DES SCIENCES ET TECHNIQUES TANGER,MAROC,"{'date': '08/09/2026', 'time': '11:00'}","686 317,00","13 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027554&orgAcronyme=z7x
12/08/2026,30/DAM/S/2026,Acquisition de fournitures informatiques,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,RABAT,"{'date': '08/09/2026', 'time': '11:00'}","1 200 000,00","12 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032042&orgAcronyme=d4q
29/07/2026,48/2026,"ORGANISATION DES SESSIONS DE FORMATION AU PROFIT DES RESPONSABLES ET DES CADRES DU MINISTERE DE LA JEUNESSE, DE LA CULTURE ET DE LA COMMUNICATION – DEPARTEMENT DE LA JEUNESSE- EN LOT UNIQUE.",DOMAINE DE LA JEUNESSE ET DES SPORTS,RABAT,"{'date': '08/09/2026', 'time': '10:30'}","639 600,00","12 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1016426&orgAcronyme=s3d
24/07/2026,34/2026,l’acquisition de consommables pour imprimantes LEXMARK au profit du Service Central du Ministère de l’Intérieur à Rabat (lot unique).,MINISTERE DE L'INTERIEUR,MAROC,"{'date': '08/09/2026', 'time': '10:00'}","2 217 960,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1004781&orgAcronyme=g3h
06/08/2026,26/2026/MEF/AC/INF,"L’assistance technique à la refonte des infrastructures Active Directory au profit de l’Administration Centrale du Ministère de l’Economie et des Finances à Rabat, ainsi que les prestations de formation y afférentes.","MINISTERE DE L'ECONOMIE, ET DES FINANCES",RABAT,"{'date': '08/09/2026', 'time': '10:00'}","384 000,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1012104&orgAcronyme=g8e
23/07/2026,20/2026/DRAFM,ACHAT DE MATERIEL INFORMATIQUE POUR LA DIRECTION REGIONALE DE L’AGRICULTURE DE FES – MEKNES DANS LE CADRE DU PROGRAMME D’ENTREPRENEURIAT DES JEUNES.,DIRECTEUR REGIONAL D'AGRICULTURE DE LA REGION FES -MEKNES,FES,"{'date': '08/09/2026', 'time': '10:00'}","172 800,00","3 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019024&orgAcronyme=q1s
11/08/2026,15/2026,TRAVAUX D’INSTALLATION DES PLANCHERS TECHNIQUES ET DE CONTROLE D’ACCES ET PORTE COUPE -FEU AU PROFIT DES BATIMENTS DE LA CIRCONSCRIPTION JUDICIAIRE DE LA COUR D’APPEL DE MEKNES EN LOT UNIQUE.,SOUS DIRECTEUR REGIONAL AUPRES DE LA COUR D'APPEL DE MEKNES,Wilaya de Meknès El Menzeh,"{'date': '08/09/2026', 'time': '10:00'}","300 000,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023286&orgAcronyme=t5y
17/07/2026,41/2026/CMR,Acquisition et mise en œuvre d’une solution de gestion de parc et déploiement des applications à distance pour le compte de la Caisse Marocaine des Retraites,LA CAISSE MAROCAINE DES RETRAITES,RABAT,"{'date': '08/09/2026', 'time': '10:00'}","727 736,00","14 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1024886&orgAcronyme=g8e
06/08/2026,18/INDH/2026,"Equipement du Centre de la femme et l'enfant Sbaa aiyoune, du Centre de la femme et l'enfant Agourai et du centre de l'éducation et de la formation à la commune d'Ait Boubidmane - Province d’El Hajeb-.",GOUVERNEUR DE LA PROVINCE D'EL HAJEB,EL-HAJEB,"{'date': '08/09/2026', 'time': '10:00'}","281 658,00","0,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1025260&orgAcronyme=g3h
31/07/2026,06/ENCGT/INFO2026,"LA FOURNITURE, LA LIVRAISON, L'INSTALLATION, LA CONFIGURATION ET LA MISE EN SERVICE D'ÉQUIPEMENTS INFORMATIQUES AU PROFIT DE L'ÉCOLE NATIONALE DE COMMERCE ET DE GESTION DE TANGER",ECOLE NATIONALE DE COMMERCE ET DE GESTION DE TANGER,TANGER-ASSILAH,"{'date': '08/09/2026', 'time': '10:00'}","2 492 040,00","40 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027716&orgAcronyme=z7x
28/07/2026,06/2026/CCISFM,"Réalisation des prestations, des supports et des outils de communication interne et externe pour la chambre de commerce d'industrie et de services de la Région  Fès Meknès",CHAMBRE DE COMMERCE D'INDUSTRIE ET DE SERVICES DE LA REGION DE FES - MEKNES,FES,"{'date': '08/09/2026', 'time': '10:00'}","1 020 000,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027754&orgAcronyme=m1w
29/07/2026,05/AOO/DPP/DG/ANP/2026,LA MISE EN ŒUVRE D’UN SYSTEME DE MANAGEMENT INTEGRE DE LA SURETE ET DE LA SECURITE AUX PORTS DE L’ANP,AGENCE NATIONALE DES PORTS,CASABLANCA,"{'date': '08/09/2026', 'time': '10:00'}","5 880 000,00","117 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1028600&orgAcronyme=o8p
11/08/2026,106/2026/SOREC,"Fourniture et livraison de lecteurs portables de puces électroniques pour chevaux pour le compte de la SOREC, en lot unique",SOCIETE ROYALE D'ENCOURAGEMENT DU CHEVAL,BENSLIMANE,"{'date': '08/09/2026', 'time': '10:00'}","84 000,00","1 500,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032056&orgAcronyme=q1s
11/08/2026,11/2026,Mission d'accompagnement pour l'évaluation des retombées de GITEX Africa Morocco et son repositionnement,AGENCE DE DEVELOPPEMENT DU DIGITAL,RABAT,"{'date': '08/09/2026', 'time': '10:00'}","1 500 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032084&orgAcronyme=m1w
11/08/2026,15/2026,TRAVAUX D’INSTALLATION DES PLANCHERS TECHNIQUES ET DE CONTROLE D’ACCES ET PORTE COUPE -FEU AU PROFIT DES BATIMENTS DE LA CIRCONSCRIPTION JUDICIAIRE DE LA COUR D’APPEL DE MEKNES EN LOT UNIQUE.,SOUS DIRECTEUR REGIONAL AUPRES DE LA COUR D'APPEL DE MEKNES,Wilaya de Meknès El Menzeh,"{'date': '08/09/2026', 'time': '10:00'}","300 000,00","5 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023286&orgAcronyme=t5y
11/08/2026,11/2026,Mission d'accompagnement pour l'évaluation des retombées de GITEX Africa Morocco et son repositionnement,AGENCE DE DEVELOPPEMENT DU DIGITAL,RABAT,"{'date': '08/09/2026', 'time': '10:00'}","1 500 000,00","30 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032084&orgAcronyme=m1w
12/08/2026,04/EQP/ESEFO/2026/BI,Acquisition de Matériel Informatique pour les salles de TP de l’École Supérieure de l’Éducation et de la Formation Oujda en Lot Unique.,ECOLE SUPERIEURE D'EDUCATION ET DE FORMATION D'OUJDA,OUJDA-ANGAD,"{'date': '07/09/2026', 'time': '16:00'}","3 164 400,00","60 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032129&orgAcronyme=z7x
24/07/2026,19/2026/MAECAMRE,Acquisition et mise en place de matériel et logiciel d’infrastructure hyperconvergée avec assistance technique pour le compte du Ministère des Affaires Etrangères de la Coopération Africaine et des Marocains Résidant à l'Etranger à Rabat,"MINISTERE DES AFFAIRES ETRANGERES, DE LA COOPERATION AFRICAINE ET DES MAROCAINS RESIDANT A L'ETRANGER",RABAT,"{'date': '07/09/2026', 'time': '11:00'}","23 376 000,00","300 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1013364&orgAcronyme=d2f
28/07/2026,AO01GSO2026,"Acquisition et mise en service d’une solution Yard Management aux  Terminaux Céréaliers de la SOSIPO aux ports de Casablanca, Agadir et Safi.",SOCIETE DES SILOS PORTUAIRES (SOSIPO),CASABLANCA,"{'date': '07/09/2026', 'time': '11:00'}","4 800 000,00","60 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1027767&orgAcronyme=q1s
07/08/2026,13/2026/ANEP,"La réalisation d’un cycle de formation sur les lots architecturaux, destinés aux collaborateurs de l’Agence Nationale des Equipements Publics (ANEP)",AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,RABAT,"{'date': '07/09/2026', 'time': '10:30'}","489 600,00","3 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031162&orgAcronyme=o8p
23/07/2026,43/2026/TGR,"L’assistance  technique pour les services fonctionnels et techniques des logiciels d’oracle utilisés dans le cadre du système d’information du plan comptable de l’Etat concernant le domaine « Gestion des immobilisations » pour le compte de la Trésorerie Générale du Royaume, en lot unique.",TRESORERIE GENERALE DU ROYAUME,RABAT,"{'date': '07/09/2026', 'time': '10:00'}","1 519 200,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018024&orgAcronyme=g8e
07/08/2026,11/2026/ANEP,La réalisation d’un cycle de formation sur le bâtiment durable destiné aux collaborateurs de l’Agence Nationale des Équipements Publics (ANEP),AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,RABAT,"{'date': '07/09/2026', 'time': '10:00'}","676 800,00","7 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1031157&orgAcronyme=o8p
12/08/2026,79/26,"TRAVAUX D’ACHEVEMENT DE LA SOUS TRANCHE 5 DE LA TRANCHE 4 ZONE INDUSTRIELLE A HAD SOUALEM
(TRAVAUX DE VOIRIE, ASSAINISSEMENT, AEP, ELECTRIFICATION, DE DESSERTE TELEPHONIQUE ET AMENAGEMENT EXTERIEUR) COMMUNE HAD SOUALEM PROVINCE DE BERRECHID",SOCIETE AL OMRANE CASABLANCA,BERRECHID,"{'date': '07/09/2026', 'time': '10:00'}","15 498 562,80","233 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1032641&orgAcronyme=j8k
15/07/2026,70/INV/TNG/2026,Acquisition du matériel informatique au profit des établissements scolaires relevant de la direction provinciale de Tanger Assilah,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE TANGER ASSILA,MAROC,"{'date': '04/09/2026', 'time': '10:30'}","1 587 600,00","20 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1023732&orgAcronyme=p8x
04/08/2026,37/2026/AMDL,Travaux de câblage télécom en fibre optique du lotissement de la zone logistique d’Oulad Saleh – Province de Nouaceur,AGENCE MAROCAINE DE DEVELOPPEMENT DE LA LOGISTIQUE,NOUACEUR,"{'date': '04/09/2026', 'time': '10:30'}","585 543,60","10 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1029978&orgAcronyme=o8p
20/07/2026,11/2026/INF,"Acquisition de matériel informatique destiné au renforcement des systèmes de contrôle d’accès, du réseau informatique et de la sécurité informatique du Ministère sis à Agdal Rabat en lot unique.","Ministère de l'education nationale, de l'enseignement superieur, de la formation des cadres et de la recherche scientifique  - l'enseignement superieur, la formation des cadres et la recherche scientifique",RABAT,"{'date': '04/09/2026', 'time': '10:00'}","3 260 106,00","40 000,00 MAD ",https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1007461&orgAcronyme=z7x
14/07/2026,58/DGPC/2026,"l’acquisition des licences logicielles et des équipements de transmissions radios (02 lots) :
Lot n°01 : l’acquisition des licences logicielles et des équipements de communications pour l'extension de la solution de supervision et de répartition des ressources radiocommunications destinées à la région Tanger, Tétouan, Al-Hoceima.
Lot n°02 : l’acquisition des licences logicielles et des équipements de communications pour l'extension de la solution de supervision et de répartition des ressources radiocommunications destinées à la région Casablanca, Settat.",DIRECTION GENERALE DE LA PROTECTION CIVILE,TANGER-ASSILAH,"{'date': '04/09/2026', 'time': '10:00'}",,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1012741&orgAcronyme=w9x
